lat,lon,month,price_index
16.85,96.27,2021-01-01,0.9
16.85,96.27,2021-02-01,0.91
16.85,96.27,2021-03-01,0.95
16.85,96.27,2021-04-01,0.98
16.85,96.27,2021-05-01,1.04
16.85,96.27,2021-06-01,1.03
16.85,96.27,2021-07-01,1.19
16.85,96.27,2021-08-01,1.29
16.85,96.27,2021-09-01,1.34
16.85,96.27,2021-10-01,1.45
16.85,96.27,2021-11-01,1.43
16.85,96.27,2021-12-01,1.44
16.85,96.27,2022-01-01,1.5
16.85,96.27,2022-02-01,1.58
16.85,96.27,2022-03-01,1.88
16.85,96.27,2022-04-01,1.78
16.85,96.27,2022-05-01,1.78
16.85,96.27,2022-06-01,1.91
16.85,96.27,2022-07-01,1.91
16.85,96.27,2022-08-01,2.17
16.85,96.27,2022-09-01,2.14
16.85,96.27,2022-10-01,1.99
16.85,96.27,2022-11-01,1.92
16.85,96.27,2022-12-01,1.9
16.85,96.27,2023-01-01,1.91
16.85,96.27,2023-02-01,2.03
16.85,96.27,2023-03-01,2.09
16.85,96.27,2023-04-01,2.14
16.85,96.27,2023-05-01,2.23
16.85,96.27,2023-06-01,2.31
16.85,96.27,2023-07-01,2.39
16.85,96.27,2023-08-01,2.5
16.85,96.27,2023-09-01,2.53
16.85,96.27,2023-10-01,2.49
16.85,96.27,2023-11-01,2.45
16.85,96.27,2023-12-01,2.49
20.4,92.78,2021-01-01,1.01
20.4,92.78,2021-02-01,1.03
20.4,92.78,2021-03-01,1.13
20.4,92.78,2021-04-01,1.15
20.4,92.78,2021-05-01,1.18
20.4,92.78,2021-06-01,1.16
20.4,92.78,2021-07-01,1.16
20.4,92.78,2021-08-01,1.16
20.4,92.78,2021-09-01,1.48
20.4,92.78,2021-10-01,1.53
20.4,92.78,2021-11-01,1.48
20.4,92.78,2021-12-01,1.37
20.4,92.78,2022-01-01,1.55
20.4,92.78,2022-02-01,1.7
20.4,92.78,2022-03-01,1.97
20.4,92.78,2022-04-01,1.87
20.4,92.78,2022-05-01,2
20.4,92.78,2022-06-01,2.08
20.4,92.78,2022-07-01,2.12
20.4,92.78,2022-08-01,2.33
20.4,92.78,2022-09-01,2.75
20.4,92.78,2022-10-01,2.32
20.4,92.78,2022-11-01,2.99
20.4,92.78,2022-12-01,2.45
20.4,92.78,2023-01-01,2.2
20.4,92.78,2023-02-01,2.2
20.4,92.78,2023-03-01,2.27
20.4,92.78,2023-04-01,2.39
20.4,92.78,2023-05-01,2.44
20.4,92.78,2023-06-01,2.53
20.4,92.78,2023-07-01,2.55
20.4,92.78,2023-08-01,2.68
20.4,92.78,2023-09-01,2.78
20.4,92.78,2023-10-01,2.67
20.4,92.78,2023-11-01,3.35
20.4,92.78,2023-12-01,4.55
20.1,92.99,2021-01-01,1.01
20.1,92.99,2021-02-01,1.07
20.1,92.99,2021-03-01,1.09
20.1,92.99,2021-04-01,1.15
20.1,92.99,2021-05-01,1.21
20.1,92.99,2021-06-01,1.18
20.1,92.99,2021-07-01,1.19
20.1,92.99,2021-08-01,1.23
20.1,92.99,2021-09-01,1.36
20.1,92.99,2021-10-01,1.49
20.1,92.99,2021-11-01,1.49
20.1,92.99,2021-12-01,1.35
20.1,92.99,2022-01-01,1.34
20.1,92.99,2022-02-01,1.58
20.1,92.99,2022-03-01,1.75
20.1,92.99,2022-04-01,1.94
20.1,92.99,2022-05-01,2.2
20.1,92.99,2022-06-01,2.28
20.1,92.99,2022-07-01,2.51
20.1,92.99,2022-08-01,2.82
20.1,92.99,2022-09-01,2.68
20.1,92.99,2022-10-01,2.59
20.1,92.99,2022-11-01,2.3
20.1,92.99,2022-12-01,2.06
20.1,92.99,2023-01-01,2.01
20.1,92.99,2023-02-01,2.12
20.1,92.99,2023-03-01,2.44
20.1,92.99,2023-04-01,2.25
20.1,92.99,2023-05-01,2.38
20.1,92.99,2023-06-01,2.38
20.1,92.99,2023-07-01,2.67
20.1,92.99,2023-08-01,3.02
20.1,92.99,2023-09-01,3.38
20.1,92.99,2023-10-01,2.77
20.1,92.99,2023-11-01,3.52
20.1,92.99,2023-12-01,4.43
20.72,92.96,2021-01-01,0.93
20.72,92.96,2021-02-01,0.93
20.72,92.96,2021-03-01,0.98
20.72,92.96,2021-04-01,1.11
20.72,92.96,2021-05-01,1.21
20.72,92.96,2021-06-01,1.2
20.72,92.96,2021-07-01,1.2
20.72,92.96,2021-08-01,1.28
20.72,92.96,2021-09-01,1.3
20.72,92.96,2021-10-01,1.41
20.72,92.96,2021-11-01,1.35
20.72,92.96,2021-12-01,1.3
20.72,92.96,2022-01-01,1.31
20.72,92.96,2022-02-01,1.55
20.72,92.96,2022-03-01,1.84
20.72,92.96,2022-04-01,1.88
20.72,92.96,2022-05-01,1.88
20.72,92.96,2022-06-01,2.11
20.72,92.96,2022-07-01,2.24
20.72,92.96,2022-08-01,2.26
20.72,92.96,2022-09-01,2.4
20.72,92.96,2022-10-01,2.36
20.72,92.96,2022-11-01,2.26
20.72,92.96,2022-12-01,2.16
20.72,92.96,2023-01-01,2.21
20.72,92.96,2023-02-01,2.23
20.72,92.96,2023-03-01,2.32
20.72,92.96,2023-04-01,2.4
20.72,92.96,2023-05-01,2.35
20.72,92.96,2023-06-01,2.54
20.72,92.96,2023-07-01,2.77
20.72,92.96,2023-08-01,2.89
20.72,92.96,2023-09-01,3.28
20.72,92.96,2023-10-01,3.66
20.72,92.96,2023-11-01,4.31
20.72,92.96,2023-12-01,5.32
22.77,99.22,2021-01-01,1.48
22.77,99.22,2021-02-01,1.64
22.77,99.22,2021-03-01,1.71
22.77,99.22,2021-04-01,1.77
22.77,99.22,2021-05-01,1.89
22.77,99.22,2021-06-01,1.89
22.77,99.22,2021-07-01,1.96
22.77,99.22,2021-08-01,2.02
22.77,99.22,2021-09-01,2.23
22.77,99.22,2021-10-01,2.33
22.77,99.22,2021-11-01,2.35
22.77,99.22,2021-12-01,2.36
22.77,99.22,2022-01-01,2.4
22.77,99.22,2022-02-01,2.44
22.77,99.22,2022-03-01,2.27
22.77,99.22,2022-04-01,2.27
22.77,99.22,2022-05-01,2.29
22.77,99.22,2022-06-01,2.37
22.77,99.22,2022-07-01,2.4
22.77,99.22,2022-08-01,2.62
22.77,99.22,2022-09-01,3.07
22.77,99.22,2022-10-01,3.1
22.77,99.22,2022-11-01,3.15
22.77,99.22,2022-12-01,3.11
22.77,99.22,2023-01-01,3.03
22.77,99.22,2023-02-01,3.13
22.77,99.22,2023-03-01,3.36
22.77,99.22,2023-04-01,3.43
22.77,99.22,2023-05-01,3.57
22.77,99.22,2023-06-01,3.62
22.77,99.22,2023-07-01,3.68
22.77,99.22,2023-08-01,3.94
22.77,99.22,2023-09-01,4.06
22.77,99.22,2023-10-01,4.02
22.77,99.22,2023-11-01,4.4
22.77,99.22,2023-12-01,4.06
20.68,92.44,2021-01-01,0.92
20.68,92.44,2021-02-01,0.99
20.68,92.44,2021-03-01,0.99
20.68,92.44,2021-04-01,1.01
20.68,92.44,2021-05-01,1.06
20.68,92.44,2021-06-01,1.04
20.68,92.44,2021-07-01,1.07
20.68,92.44,2021-08-01,1.13
20.68,92.44,2021-09-01,1.26
20.68,92.44,2021-10-01,1.36
20.68,92.44,2021-11-01,1.29
20.68,92.44,2021-12-01,1.3
20.68,92.44,2022-01-01,1.31
20.68,92.44,2022-02-01,1.41
20.68,92.44,2022-03-01,1.74
20.68,92.44,2022-04-01,1.83
20.68,92.44,2022-05-01,1.88
20.68,92.44,2022-06-01,2
20.68,92.44,2022-07-01,2.06
20.68,92.44,2022-08-01,2.36
20.68,92.44,2022-09-01,2.64
20.68,92.44,2022-10-01,2.45
20.68,92.44,2022-11-01,2.39
20.68,92.44,2022-12-01,2.03
20.68,92.44,2023-01-01,1.96
20.68,92.44,2023-02-01,2.03
20.68,92.44,2023-03-01,2.15
20.68,92.44,2023-04-01,2.19
20.68,92.44,2023-05-01,2.25
20.68,92.44,2023-06-01,2.27
20.68,92.44,2023-07-01,2.38
20.68,92.44,2023-08-01,2.64
20.68,92.44,2023-09-01,2.66
20.68,92.44,2023-10-01,2.64
20.68,92.44,2023-11-01,3.28
20.68,92.44,2023-12-01,4
19.8,94.05,2021-01-01,0.92
19.8,94.05,2021-02-01,0.94
19.8,94.05,2021-03-01,1.04
19.8,94.05,2021-04-01,1.09
19.8,94.05,2021-05-01,1.11
19.8,94.05,2021-06-01,1.11
19.8,94.05,2021-07-01,1.15
19.8,94.05,2021-08-01,1.22
19.8,94.05,2021-09-01,1.27
19.8,94.05,2021-10-01,1.39
19.8,94.05,2021-11-01,1.38
19.8,94.05,2021-12-01,1.39
19.8,94.05,2022-01-01,1.43
19.8,94.05,2022-02-01,1.52
19.8,94.05,2022-03-01,1.78
19.8,94.05,2022-04-01,1.86
19.8,94.05,2022-05-01,1.88
19.8,94.05,2022-06-01,2.02
19.8,94.05,2022-07-01,2.04
19.8,94.05,2022-08-01,2.36
19.8,94.05,2022-09-01,2.35
19.8,94.05,2022-10-01,1.97
19.8,94.05,2022-11-01,2.12
19.8,94.05,2022-12-01,1.96
19.8,94.05,2023-01-01,2.04
19.8,94.05,2023-02-01,2.15
19.8,94.05,2023-03-01,2.25
19.8,94.05,2023-04-01,2.28
19.8,94.05,2023-05-01,2.31
19.8,94.05,2023-06-01,2.3
19.8,94.05,2023-07-01,2.41
19.8,94.05,2023-08-01,2.9
19.8,94.05,2023-09-01,2.92
19.8,94.05,2023-10-01,2.89
19.8,94.05,2023-11-01,3.02
19.8,94.05,2023-12-01,4.03
16.92,96.1,2021-01-01,0.9
16.92,96.1,2021-02-01,0.91
16.92,96.1,2021-03-01,0.95
16.92,96.1,2021-04-01,0.98
16.92,96.1,2021-05-01,1.04
16.92,96.1,2021-06-01,1.03
16.92,96.1,2021-07-01,1.14
16.92,96.1,2021-08-01,1.29
16.92,96.1,2021-09-01,1.35
16.92,96.1,2021-10-01,1.45
16.92,96.1,2021-11-01,1.43
16.92,96.1,2021-12-01,1.48
16.92,96.1,2022-01-01,1.45
16.92,96.1,2022-02-01,1.54
16.92,96.1,2022-03-01,1.83
16.92,96.1,2022-04-01,1.68
16.92,96.1,2022-05-01,1.87
16.92,96.1,2022-06-01,1.91
16.92,96.1,2022-07-01,1.98
16.92,96.1,2022-08-01,2.21
16.92,96.1,2022-09-01,2.19
16.92,96.1,2022-10-01,1.98
16.92,96.1,2022-11-01,1.77
16.92,96.1,2022-12-01,1.71
16.92,96.1,2023-01-01,1.86
16.92,96.1,2023-02-01,2.03
16.92,96.1,2023-03-01,1.99
16.92,96.1,2023-04-01,2.12
16.92,96.1,2023-05-01,2.19
16.92,96.1,2023-06-01,2.3
16.92,96.1,2023-07-01,2.38
16.92,96.1,2023-08-01,2.44
16.92,96.1,2023-09-01,2.47
16.92,96.1,2023-10-01,2.44
16.92,96.1,2023-11-01,2.46
16.92,96.1,2023-12-01,2.51
16.76,96.15,2021-01-01,0.9
16.76,96.15,2021-02-01,0.91
16.76,96.15,2021-03-01,0.95
16.76,96.15,2021-04-01,0.98
16.76,96.15,2021-05-01,1.04
16.76,96.15,2021-06-01,1.03
16.76,96.15,2021-07-01,1.18
16.76,96.15,2021-08-01,1.29
16.76,96.15,2021-09-01,1.34
16.76,96.15,2021-10-01,1.45
16.76,96.15,2021-11-01,1.44
16.76,96.15,2021-12-01,1.45
16.76,96.15,2022-01-01,1.5
16.76,96.15,2022-02-01,1.58
16.76,96.15,2022-03-01,1.88
16.76,96.15,2022-04-01,1.62
16.76,96.15,2022-05-01,1.78
16.76,96.15,2022-06-01,1.86
16.76,96.15,2022-07-01,1.92
16.76,96.15,2022-08-01,2.02
16.76,96.15,2022-09-01,2.09
16.76,96.15,2022-10-01,1.92
16.76,96.15,2022-11-01,1.82
16.76,96.15,2022-12-01,1.69
16.76,96.15,2023-01-01,1.88
16.76,96.15,2023-02-01,1.88
16.76,96.15,2023-03-01,1.96
16.76,96.15,2023-04-01,2.12
16.76,96.15,2023-05-01,2.19
16.76,96.15,2023-06-01,2.3
16.76,96.15,2023-07-01,2.38
16.76,96.15,2023-08-01,2.48
16.76,96.15,2023-09-01,2.5
16.76,96.15,2023-10-01,2.46
16.76,96.15,2023-11-01,2.44
16.76,96.15,2023-12-01,2.48
16.69,98.51,2021-01-01,1.01
16.69,98.51,2021-02-01,1.06
16.69,98.51,2021-03-01,1.06
16.69,98.51,2021-04-01,1.1
16.69,98.51,2021-05-01,1.13
16.69,98.51,2021-06-01,1.15
16.69,98.51,2021-07-01,1.22
16.69,98.51,2021-08-01,1.2
16.69,98.51,2021-09-01,1.28
16.69,98.51,2021-10-01,1.35
16.69,98.51,2021-11-01,1.34
16.69,98.51,2021-12-01,1.37
16.69,98.51,2022-01-01,1.57
16.69,98.51,2022-02-01,1.61
16.69,98.51,2022-03-01,1.69
16.69,98.51,2022-04-01,1.87
16.69,98.51,2022-05-01,1.88
16.69,98.51,2022-06-01,1.86
16.69,98.51,2022-07-01,1.89
16.69,98.51,2022-08-01,2.06
16.69,98.51,2022-09-01,2.12
16.69,98.51,2022-10-01,1.84
16.69,98.51,2022-11-01,1.95
16.69,98.51,2022-12-01,1.97
16.69,98.51,2023-01-01,1.96
16.69,98.51,2023-02-01,1.96
16.69,98.51,2023-03-01,1.93
16.69,98.51,2023-04-01,1.96
16.69,98.51,2023-05-01,2.2
16.69,98.51,2023-06-01,2.18
16.69,98.51,2023-07-01,2.33
16.69,98.51,2023-08-01,2.82
16.69,98.51,2023-09-01,2.67
16.69,98.51,2023-10-01,2.43
16.69,98.51,2023-11-01,2.56
16.69,98.51,2023-12-01,2.83
23.08,99.22,2021-01-01,1.4
23.08,99.22,2021-02-01,1.55
23.08,99.22,2021-03-01,1.64
23.08,99.22,2021-04-01,1.68
23.08,99.22,2021-05-01,1.83
23.08,99.22,2021-06-01,1.86
23.08,99.22,2021-07-01,1.91
23.08,99.22,2021-08-01,1.95
23.08,99.22,2021-09-01,2.17
23.08,99.22,2021-10-01,2.27
23.08,99.22,2021-11-01,2.24
23.08,99.22,2021-12-01,2.25
23.08,99.22,2022-01-01,2.36
23.08,99.22,2022-02-01,2.37
23.08,99.22,2022-03-01,2.25
23.08,99.22,2022-04-01,2.25
23.08,99.22,2022-05-01,2.27
23.08,99.22,2022-06-01,2.37
23.08,99.22,2022-07-01,2.4
23.08,99.22,2022-08-01,2.62
23.08,99.22,2022-09-01,3.07
23.08,99.22,2022-10-01,3.09
23.08,99.22,2022-11-01,3.19
23.08,99.22,2022-12-01,3.14
23.08,99.22,2023-01-01,2.93
23.08,99.22,2023-02-01,3.06
23.08,99.22,2023-03-01,3.35
23.08,99.22,2023-04-01,3.4
23.08,99.22,2023-05-01,3.55
23.08,99.22,2023-06-01,3.6
23.08,99.22,2023-07-01,3.66
23.08,99.22,2023-08-01,3.77
23.08,99.22,2023-09-01,4.08
23.08,99.22,2023-10-01,4.04
23.08,99.22,2023-11-01,4.36
23.08,99.22,2023-12-01,4.03
20.13,92.88,2021-01-01,0.86
20.13,92.88,2021-02-01,0.86
20.13,92.88,2021-03-01,0.98
20.13,92.88,2021-04-01,1.08
20.13,92.88,2021-05-01,1.16
20.13,92.88,2021-06-01,1.03
20.13,92.88,2021-07-01,1.06
20.13,92.88,2021-08-01,1.12
20.13,92.88,2021-09-01,1.28
20.13,92.88,2021-10-01,1.36
20.13,92.88,2021-11-01,1.3
20.13,92.88,2021-12-01,1.31
20.13,92.88,2022-01-01,1.34
20.13,92.88,2022-02-01,1.65
20.13,92.88,2022-03-01,1.63
20.13,92.88,2022-04-01,1.71
20.13,92.88,2022-05-01,1.77
20.13,92.88,2022-06-01,1.92
20.13,92.88,2022-07-01,1.93
20.13,92.88,2022-08-01,2.13
20.13,92.88,2022-09-01,1.99
20.13,92.88,2022-10-01,2.04
20.13,92.88,2022-11-01,1.99
20.13,92.88,2022-12-01,1.79
20.13,92.88,2023-01-01,1.83
20.13,92.88,2023-02-01,2.13
20.13,92.88,2023-03-01,2.13
20.13,92.88,2023-04-01,2.15
20.13,92.88,2023-05-01,2.28
20.13,92.88,2023-06-01,2.28
20.13,92.88,2023-07-01,2.57
20.13,92.88,2023-08-01,2.77
20.13,92.88,2023-09-01,2.76
20.13,92.88,2023-10-01,2.77
20.13,92.88,2023-11-01,2.84
20.13,92.88,2023-12-01,3.58
20.19,92.8,2021-01-01,0.87
20.19,92.8,2021-02-01,0.85
20.19,92.8,2021-03-01,0.97
20.19,92.8,2021-04-01,1.09
20.19,92.8,2021-05-01,1.16
20.19,92.8,2021-06-01,1.14
20.19,92.8,2021-07-01,1.08
20.19,92.8,2021-08-01,1.12
20.19,92.8,2021-09-01,1.28
20.19,92.8,2021-10-01,1.35
20.19,92.8,2021-11-01,1.3
20.19,92.8,2021-12-01,1.31
20.19,92.8,2022-01-01,1.33
20.19,92.8,2022-02-01,1.56
20.19,92.8,2022-03-01,1.63
20.19,92.8,2022-04-01,1.77
20.19,92.8,2022-05-01,1.7
20.19,92.8,2022-06-01,1.9
20.19,92.8,2022-07-01,1.92
20.19,92.8,2022-08-01,2.15
20.19,92.8,2022-09-01,2.02
20.19,92.8,2022-10-01,2.03
20.19,92.8,2022-11-01,1.93
20.19,92.8,2022-12-01,1.76
20.19,92.8,2023-01-01,1.85
20.19,92.8,2023-02-01,1.77
20.19,92.8,2023-03-01,2.16
20.19,92.8,2023-04-01,2.19
20.19,92.8,2023-05-01,2.27
20.19,92.8,2023-06-01,2.27
20.19,92.8,2023-07-01,2.57
20.19,92.8,2023-08-01,2.79
20.19,92.8,2023-09-01,2.76
20.19,92.8,2023-10-01,2.6
20.19,92.8,2023-11-01,2.96
20.19,92.8,2023-12-01,3.57
24.27,97.23,2021-01-01,1.02
24.27,97.23,2021-02-01,0.99
24.27,97.23,2021-03-01,1.1
24.27,97.23,2021-04-01,1.22
24.27,97.23,2021-05-01,1.29
24.27,97.23,2021-06-01,1.29
24.27,97.23,2021-07-01,1.32
24.27,97.23,2021-08-01,1.36
24.27,97.23,2021-09-01,1.33
24.27,97.23,2021-10-01,1.49
24.27,97.23,2021-11-01,1.45
24.27,97.23,2021-12-01,1.3
24.27,97.23,2022-01-01,1.41
24.27,97.23,2022-02-01,1.66
24.27,97.23,2022-03-01,1.94
24.27,97.23,2022-04-01,1.88
24.27,97.23,2022-05-01,1.9
24.27,97.23,2022-06-01,1.94
24.27,97.23,2022-07-01,2.01
24.27,97.23,2022-08-01,2.08
24.27,97.23,2022-09-01,2.21
24.27,97.23,2022-10-01,2.57
24.27,97.23,2022-11-01,2.58
24.27,97.23,2022-12-01,2.51
24.27,97.23,2023-01-01,2.32
24.27,97.23,2023-02-01,2.17
24.27,97.23,2023-03-01,2.25
24.27,97.23,2023-04-01,2.28
24.27,97.23,2023-05-01,2.4
24.27,97.23,2023-06-01,2.51
24.27,97.23,2023-07-01,2.57
24.27,97.23,2023-08-01,2.79
24.27,97.23,2023-09-01,2.83
24.27,97.23,2023-10-01,2.77
24.27,97.23,2023-11-01,2.96
24.27,97.23,2023-12-01,3.17
24.25,97.23,2021-01-01,1.02
24.25,97.23,2021-02-01,0.98
24.25,97.23,2021-03-01,1.1
24.25,97.23,2021-04-01,1.25
24.25,97.23,2021-05-01,1.29
24.25,97.23,2021-06-01,1.29
24.25,97.23,2021-07-01,1.32
24.25,97.23,2021-08-01,1.36
24.25,97.23,2021-09-01,1.34
24.25,97.23,2021-10-01,1.48
24.25,97.23,2021-11-01,1.46
24.25,97.23,2021-12-01,1.38
24.25,97.23,2022-01-01,1.42
24.25,97.23,2022-02-01,1.65
24.25,97.23,2022-03-01,1.93
24.25,97.23,2022-04-01,1.88
24.25,97.23,2022-05-01,1.83
24.25,97.23,2022-06-01,1.89
24.25,97.23,2022-07-01,1.93
24.25,97.23,2022-08-01,2.06
24.25,97.23,2022-09-01,2.21
24.25,97.23,2022-10-01,2.58
24.25,97.23,2022-11-01,2.59
24.25,97.23,2022-12-01,2.52
24.25,97.23,2023-01-01,2.39
24.25,97.23,2023-02-01,2.2
24.25,97.23,2023-03-01,2.36
24.25,97.23,2023-04-01,2.37
24.25,97.23,2023-05-01,2.42
24.25,97.23,2023-06-01,2.47
24.25,97.23,2023-07-01,2.53
24.25,97.23,2023-08-01,2.8
24.25,97.23,2023-09-01,2.8
24.25,97.23,2023-10-01,2.76
24.25,97.23,2023-11-01,2.96
24.25,97.23,2023-12-01,3.17
24.25,97.23,2021-01-01,1.02
24.25,97.23,2021-02-01,0.99
24.25,97.23,2021-03-01,1.1
24.25,97.23,2021-04-01,1.25
24.25,97.23,2021-05-01,1.29
24.25,97.23,2021-06-01,1.29
24.25,97.23,2021-07-01,1.32
24.25,97.23,2021-08-01,1.36
24.25,97.23,2021-09-01,1.34
24.25,97.23,2021-10-01,1.48
24.25,97.23,2021-11-01,1.46
24.25,97.23,2021-12-01,1.38
24.25,97.23,2022-01-01,1.42
24.25,97.23,2022-02-01,1.65
24.25,97.23,2022-03-01,1.93
24.25,97.23,2022-04-01,1.87
24.25,97.23,2022-05-01,1.83
24.25,97.23,2022-06-01,1.9
24.25,97.23,2022-07-01,1.93
24.25,97.23,2022-08-01,2.08
24.25,97.23,2022-09-01,2.21
24.25,97.23,2022-10-01,2.58
24.25,97.23,2022-11-01,2.59
24.25,97.23,2022-12-01,2.52
24.25,97.23,2023-01-01,2.33
24.25,97.23,2023-02-01,2.26
24.25,97.23,2023-03-01,2.27
24.25,97.23,2023-04-01,2.36
24.25,97.23,2023-05-01,2.4
24.25,97.23,2023-06-01,2.49
24.25,97.23,2023-07-01,2.6
24.25,97.23,2023-08-01,2.89
24.25,97.23,2023-09-01,2.79
24.25,97.23,2023-10-01,2.77
24.25,97.23,2023-11-01,3.01
24.25,97.23,2023-12-01,3.19
19.66,96.92,2021-01-01,0.98
19.66,96.92,2021-02-01,0.97
19.66,96.92,2021-03-01,1.03
19.66,96.92,2021-04-01,1.06
19.66,96.92,2021-05-01,1.18
19.66,96.92,2021-06-01,1.19
19.66,96.92,2021-07-01,1.2
19.66,96.92,2021-08-01,1.29
19.66,96.92,2021-09-01,1.43
19.66,96.92,2021-10-01,1.57
19.66,96.92,2021-11-01,1.54
19.66,96.92,2021-12-01,1.55
19.66,96.92,2022-01-01,1.61
19.66,96.92,2022-02-01,1.68
19.66,96.92,2022-03-01,1.85
19.66,96.92,2022-04-01,1.79
19.66,96.92,2022-05-01,1.8
19.66,96.92,2022-06-01,1.93
19.66,96.92,2022-07-01,1.96
19.66,96.92,2022-08-01,2.16
19.66,96.92,2022-09-01,2.29
19.66,96.92,2022-10-01,2.18
19.66,96.92,2022-11-01,2.15
19.66,96.92,2022-12-01,2.1
19.66,96.92,2023-01-01,2.11
19.66,96.92,2023-02-01,2.17
19.66,96.92,2023-03-01,2.23
19.66,96.92,2023-04-01,2.27
19.66,96.92,2023-05-01,2.29
19.66,96.92,2023-06-01,2.29
19.66,96.92,2023-07-01,2.45
19.66,96.92,2023-08-01,2.66
19.66,96.92,2023-09-01,2.69
19.66,96.92,2023-10-01,2.65
19.66,96.92,2023-11-01,2.79
19.66,96.92,2023-12-01,2.87
17.22,97.24,2021-01-01,0.87
17.22,97.24,2021-02-01,0.92
17.22,97.24,2021-03-01,0.94
17.22,97.24,2021-04-01,0.96
17.22,97.24,2021-05-01,1.02
17.22,97.24,2021-06-01,0.99
17.22,97.24,2021-07-01,1
17.22,97.24,2021-08-01,1.13
17.22,97.24,2021-09-01,1.27
17.22,97.24,2021-10-01,1.33
17.22,97.24,2021-11-01,1.38
17.22,97.24,2021-12-01,1.39
17.22,97.24,2022-01-01,1.42
17.22,97.24,2022-02-01,1.53
17.22,97.24,2022-03-01,1.68
17.22,97.24,2022-04-01,1.76
17.22,97.24,2022-05-01,1.81
17.22,97.24,2022-06-01,1.83
17.22,97.24,2022-07-01,1.93
17.22,97.24,2022-08-01,2.08
17.22,97.24,2022-09-01,2.15
17.22,97.24,2022-10-01,1.89
17.22,97.24,2022-11-01,2.01
17.22,97.24,2022-12-01,1.88
17.22,97.24,2023-01-01,2.03
17.22,97.24,2023-02-01,2.06
17.22,97.24,2023-03-01,2.1
17.22,97.24,2023-04-01,2.07
17.22,97.24,2023-05-01,2.16
17.22,97.24,2023-06-01,2.46
17.22,97.24,2023-07-01,2.58
17.22,97.24,2023-08-01,2.72
17.22,97.24,2023-09-01,2.71
17.22,97.24,2023-10-01,2.64
17.22,97.24,2023-11-01,2.56
17.22,97.24,2023-12-01,2.56
11.27,98.76,2021-01-01,0.86
11.27,98.76,2021-02-01,0.91
11.27,98.76,2021-03-01,0.96
11.27,98.76,2021-04-01,0.98
11.27,98.76,2021-05-01,1.05
11.27,98.76,2021-06-01,1.05
11.27,98.76,2021-07-01,1.08
11.27,98.76,2021-08-01,1.2
11.27,98.76,2021-09-01,1.31
11.27,98.76,2021-10-01,1.42
11.27,98.76,2021-11-01,1.4
11.27,98.76,2021-12-01,1.41
11.27,98.76,2022-01-01,1.46
11.27,98.76,2022-02-01,1.57
11.27,98.76,2022-03-01,1.72
11.27,98.76,2022-04-01,1.68
11.27,98.76,2022-05-01,1.74
11.27,98.76,2022-06-01,1.85
11.27,98.76,2022-07-01,1.88
11.27,98.76,2022-08-01,2.22
11.27,98.76,2022-09-01,2.32
11.27,98.76,2022-10-01,2.17
11.27,98.76,2022-11-01,2.15
11.27,98.76,2022-12-01,2.09
11.27,98.76,2023-01-01,2.08
11.27,98.76,2023-02-01,2.16
11.27,98.76,2023-03-01,2.16
11.27,98.76,2023-04-01,2.38
11.27,98.76,2023-05-01,2.36
11.27,98.76,2023-06-01,2.4
11.27,98.76,2023-07-01,2.48
11.27,98.76,2023-08-01,2.86
11.27,98.76,2023-09-01,2.81
11.27,98.76,2023-10-01,2.82
11.27,98.76,2023-11-01,2.78
11.27,98.76,2023-12-01,2.71
21.2,94.91,2021-01-01,0.92
21.2,94.91,2021-02-01,0.95
21.2,94.91,2021-03-01,0.99
21.2,94.91,2021-04-01,1.02
21.2,94.91,2021-05-01,1.05
21.2,94.91,2021-06-01,1.04
21.2,94.91,2021-07-01,1.08
21.2,94.91,2021-08-01,1.22
21.2,94.91,2021-09-01,1.32
21.2,94.91,2021-10-01,1.62
21.2,94.91,2021-11-01,1.49
21.2,94.91,2021-12-01,1.49
21.2,94.91,2022-01-01,1.49
21.2,94.91,2022-02-01,1.55
21.2,94.91,2022-03-01,1.68
21.2,94.91,2022-04-01,1.75
21.2,94.91,2022-05-01,1.81
21.2,94.91,2022-06-01,2.01
21.2,94.91,2022-07-01,2.06
21.2,94.91,2022-08-01,2.31
21.2,94.91,2022-09-01,2.42
21.2,94.91,2022-10-01,2.07
21.2,94.91,2022-11-01,2.03
21.2,94.91,2022-12-01,1.9
21.2,94.91,2023-01-01,2.06
21.2,94.91,2023-02-01,2.13
21.2,94.91,2023-03-01,2.22
21.2,94.91,2023-04-01,2.21
21.2,94.91,2023-05-01,2.25
21.2,94.91,2023-06-01,2.34
21.2,94.91,2023-07-01,2.58
21.2,94.91,2023-08-01,2.84
21.2,94.91,2023-09-01,2.97
21.2,94.91,2023-10-01,3.19
21.2,94.91,2023-11-01,2.77
21.2,94.91,2023-12-01,2.89
20.75,97.05,2021-01-01,0.94
20.75,97.05,2021-02-01,0.94
20.75,97.05,2021-03-01,0.98
20.75,97.05,2021-04-01,1
20.75,97.05,2021-05-01,1.08
20.75,97.05,2021-06-01,1.09
20.75,97.05,2021-07-01,1.12
20.75,97.05,2021-08-01,1.24
20.75,97.05,2021-09-01,1.3
20.75,97.05,2021-10-01,1.42
20.75,97.05,2021-11-01,1.38
20.75,97.05,2021-12-01,1.39
20.75,97.05,2022-01-01,1.45
20.75,97.05,2022-02-01,1.51
20.75,97.05,2022-03-01,1.71
20.75,97.05,2022-04-01,1.71
